area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_inr,price_per_sqft
Built-up  Area,Ready To Move,Rt Nagar,5 BHK,3365.55,5.0,1.0,215.95,5,21595000.0,6416.484675610227
Built-up  Area,Ready To Move,Bellandur,4 BHK,1789.0,5.0,1.0,119.1,4,11910000.0,6657.350475125769
Built-up  Area,18-Nov,Sarjapur Road,4 Bedroom,2613.6,4.0,0.0,166.63,4,16663000.0,6375.497398224671
Carpet  Area,Ready To Move,Hennur,3 BHK,1742.4,3.0,3.0,97.28,3,9728000.0,5583.103764921946
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1774.5,3.0,1.0,86.3,3,8630000.0,4863.3417864187095
Built-up  Area,Ready To Move,Whitefield,3 BHK,1611.0,3.0,3.0,91.1,3,9110000.0,5654.872749844817
Built-up  Area,Ready To Move,Harlur Colony,3 BHK,1575.69,3.0,0.0,148.81,3,14881000.0,9444.11654576725
Plot  Area,Ready To Move,Hennur,1 BHK,376.0,1.0,2.0,23.36,1,2336000.0,6212.765957446809
Super built-up  Area,Ready To Move,Jalahalli Gardens,2 BHK,1408.0,3.0,1.0,131.91,2,13191000.0,9368.607954545454
Plot  Area,Ready To Move,Yeshwanthpur,2 BHK,910.404,2.0,1.0,53.9,2,5390000.0,5920.448504180562
Carpet  Area,Ready To Move,Rajaji Nagar,1 Bedroom,688.78,1.0,1.0,67.93,1,6793000.000000001,9862.365341618515
Built-up  Area,Ready To Move,Nallurhalli Nagar,4 BHK,2222.0,5.0,0.0,77.13,4,7713000.0,3471.197119711971
Super built-up  Area,Ready To Move,Btm Layout,3 BHK,1522.0,4.0,1.0,106.06,3,10606000.0,6968.462549277267
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,525.0,1.0,0.0,53.67,1,5367000.0,10222.857142857143
Super built-up  Area,Ready To Move,Bellandur,2 BHK,953.0,2.0,2.0,65.2,2,6520000.0,6841.552990556139
Carpet  Area,Ready To Move,Devanahalli Stage 2,3 BHK,1817.4845149999999,3.0,0.0,94.38,3,9438000.0,5192.891560894537
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,2617.0,5.0,1.0,227.28,5,22728000.0,8684.753534581581
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1131.62,2.0,0.0,79.6,2,7959999.999999999,7034.163411745993
Super built-up  Area,19-Mar,Sarjapur Road,1 BHK,741.5,1.0,0.0,37.08,1,3708000.0,5000.674308833446
Carpet  Area,Ready To Move,Bannerghatta Road,4 BHK,2133.0,4.0,0.0,102.88,4,10288000.0,4823.253633380215
Built-up  Area,Ready To Move,Devanahalli Stage 2,3 BHK,1732.53,4.0,0.0,83.37,3,8337000.0,4812.037886789839
Built-up  Area,Ready To Move,Hsr Layout,3 BHK,1964.1,3.0,1.0,163.71,3,16371000.0,8335.11531999389
Super built-up  Area,Ready To Move,Dodballapur Road Phase 2,4 BHK,2221.0,3.0,2.0,225.67,4,22567000.0,10160.738406123368
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,2145.33,3.0,3.0,145.75,3,14575000.0,6793.8265907809055
Super built-up  Area,Ready To Move,Vidyaranyapura Extension,2 BHK,1149.0,1.0,0.0,63.31,2,6331000.0,5510.008703220192
Plot  Area,Ready To Move,Jp Nagar,3 BHK,2062.0,4.0,2.0,163.34,3,16334000.0,7921.435499515034
Super built-up  Area,Ready To Move,Jayanagar,2 BHK,1407.0,2.0,2.0,136.33,2,13633000.000000002,9689.410092395168
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2019.0,3.0,3.0,128.8,3,12880000.000000002,6379.395740465578
Super built-up  Area,Ready To Move,Banashankari,1 BHK,597.6,2.0,0.0,36.83,1,3683000.0,6162.985274431057
Plot  Area,Ready To Move,Malleshwaram,1 BHK,709.0,1.0,1.0,70.92,1,7092000.0,10002.820874471086
Super built-up  Area,Ready To Move,Talaghattapura Main Road,2 Bedroom,1379.2861459999997,2.0,0.0,84.06,2,8406000.0,6094.456922066411
Super built-up  Area,Ready To Move,Electronic City,3 BHK,2008.88,3.0,3.0,81.45,3,8145000.0,4054.4980287523395
Plot  Area,Ready To Move,Electronic City,2 BHK,1203.5,3.0,3.0,50.85,2,5085000.0,4225.176568342335
Super built-up  Area,Ready To Move,Old Airport Road Colony,2 BHK,1306.8,3.0,2.0,75.43,2,7543000.000000001,5772.115090296909
Super built-up  Area,19-Aug,Kr Puram,1 BHK,580.88,1.0,2.0,26.65,1,2665000.0,4587.86668502961
Carpet  Area,18-Dec,Electronic City,4 BHK,2052.0,4.0,2.0,92.12,4,9212000.0,4489.278752436647
Built-up  Area,Ready To Move,Kumaraswamy Layout Stage 2,3 BHK,1753.0,2.0,3.0,171.87,3,17187000.0,9804.335424985738
Built-up  Area,Ready To Move,Bellandur,2 BHK,1359.34,2.0,2.0,77.36,2,7736000.0,5690.997101534568
Super built-up  Area,19-May,Frazer Town,3 BHK,1696.0,4.0,2.0,182.44,3,18244000.0,10757.075471698114
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,822.195,2.0,1.0,73.77,2,7377000.0,8972.324083702772
Built-up  Area,Ready To Move,Marathahalli,2 BHK,988.0,2.0,0.0,61.86,2,6186000.0,6261.133603238866
Plot  Area,Ready To Move,Yelahanka,2 BHK,1092.0,2.0,0.0,51.43,2,5143000.0,4709.706959706959
Super built-up  Area,Ready To Move,Btm Layout,2 BHK,1467.0,2.0,0.0,104.93,2,10493000.0,7152.692569870484
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,861.0,2.0,2.0,54.32,2,5432000.0,6308.943089430894
Super built-up  Area,18-Jun,Marathahalli,3 BHK,1922.6,3.0,0.0,118.0,3,11800000.0,6137.5221054821595
Built-up  Area,Ready To Move,Harlur Nagar,2 BHK,1257.0,2.0,3.0,125.51,2,12551000.0,9984.884645982498
Super built-up  Area,18-Jun,Vijayanagar,2 BHK,838.53,2.0,3.0,58.86,2,5886000.0,7019.426854137598
Super built-up  Area,18-Nov,Jayanagar,2 BHK,1254.0,2.0,2.0,113.58,2,11358000.0,9057.416267942584
Plot  Area,Ready To Move,Rajaji Nagar,3 BHK,1794.4,3.0,3.0,141.99,3,14199000.0,7912.951404369148
Super built-up  Area,Ready To Move,Hennur,2 BHK,995.0,2.0,3.0,68.28,2,6828000.0,6862.311557788945
Super built-up  Area,18-Nov,Kengeri,2 BHK,936.02,2.0,0.0,39.65,2,3965000.0,4236.020597850474
Super built-up  Area,Ready To Move,Gunjur Nagar,2 BHK,894.0,1.0,2.0,46.91,2,4691000.0,5247.203579418345
Super built-up  Area,19-Aug,Electronic City,3 BHK,1971.0900000000001,3.0,2.0,75.91,3,7591000.0,3851.1686427306718
Super built-up  Area,Ready To Move,Kumaraswamy Layout Phase 1,2 BHK,1212.0,2.0,2.0,67.69,2,6769000.0,5584.983498349835
Super built-up  Area,19-Aug,Indiranagar,1 BHK,496.584,2.0,0.0,60.3,1,6030000.0,12142.96070755401
Built-up  Area,Ready To Move,Marathahalli,4 BHK,2561.0,5.0,1.0,151.54,4,15154000.0,5917.219836001562
Super built-up  Area,18-Jun,Marathahalli,2 BHK,989.05,2.0,2.0,62.26,2,6226000.0,6294.92947778171
Plot  Area,19-May,Kr Puram,3 BHK,1945.0,3.0,2.0,74.0,3,7400000.0,3804.6272493573265
Super built-up  Area,19-May,Varthur,3 BHK,1768.01,4.0,2.0,76.08,3,7608000.0,4303.143081769899
Super built-up  Area,Ready To Move,Anekal Stage 2,3 BHK,1428.0,3.0,2.0,68.98,3,6898000.0,4830.532212885154
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,1753.0,3.0,2.0,75.07,3,7506999.999999999,4282.373074729036
Built-up  Area,Ready To Move,Btm Layout,5 Bedroom,3241.0,5.0,2.0,237.3,5,23730000.0,7321.8142548596115
Super built-up  Area,Ready To Move,Vijayanagar,3 Bedroom,1395.0,2.0,2.0,92.82,3,9282000.0,6653.763440860215
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1010.0475,2.0,0.0,40.16,2,4015999.9999999995,3976.0506312821917
Plot  Area,Ready To Move,Malleshwaram,2 Bedroom,1289.0,1.0,1.0,127.03,2,12703000.0,9854.926299456944
Built-up  Area,Ready To Move,Btm Layout,3 BHK,1530.0,2.0,1.0,120.01,3,12001000.0,7843.7908496732025
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,1297.0,2.0,0.0,79.07,2,7906999.999999999,6096.376252891287
Super built-up  Area,Ready To Move,Indiranagar,2 Bedroom,1487.0,3.0,1.0,161.26,2,16126000.0,10844.653665097512
Plot  Area,Ready To Move,Banashankari,4 BHK,2008.48,4.0,0.0,122.13,4,12213000.0,6080.717756711543
Built-up  Area,Ready To Move,Yelenahalli Enclave,4 BHK,2178.0,5.0,1.0,146.11,4,14611000.000000002,6708.448117539027
Built-up  Area,Ready To Move,Hennur,3 BHK,1940.01,2.0,2.0,107.1,3,10710000.0,5520.59010005103
Built-up  Area,Ready To Move,Sarjapur Stage 2,3 BHK,1891.0,4.0,0.0,131.12,3,13112000.0,6933.8974087784245
Super built-up  Area,Ready To Move,Jp Nagar,4 BHK,2432.76,4.0,0.0,143.38,4,14338000.0,5893.717423831368
Built-up  Area,19-Aug,Ambalipura Extension,4 Bedroom,2264.0,5.0,2.0,139.69,4,13969000.0,6170.053003533569
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1426.0,2.0,1.0,133.61,3,13361000.000000002,9369.565217391306
Super built-up  Area,Ready To Move,Vidyaranyapura Extension,2 Bedroom,1097.0,3.0,2.0,63.07,2,6307000.0,5749.316317228806
Built-up  Area,Ready To Move,Whitefield,2 Bedroom,1274.56,2.0,0.0,62.91,2,6291000.0,4935.820989204118
Built-up  Area,19-Aug,Bellandur,2 BHK,892.9799999999999,2.0,3.0,49.37,2,4937000.0,5528.679253734686
Super built-up  Area,Ready To Move,Bannerghatta Road,2 Bedroom,1141.0,2.0,1.0,50.56,2,5056000.0,4431.200701139352
Carpet  Area,Ready To Move,Attibele Phase 1,3 Bedroom,1600.83,2.0,0.0,128.98,3,12897999.999999998,8057.070394732732
Super built-up  Area,Ready To Move,Bellandur,2 Bedroom,971.0,2.0,3.0,66.31,2,6631000.0,6829.042224510814
Super built-up  Area,Ready To Move,Basavanagudi,1 Bedroom,490.05,2.0,0.0,46.93,1,4693000.0,9576.573818998062
Super built-up  Area,Ready To Move,Gottigere Phase 2,2 BHK,1538.0,2.0,1.0,141.54,2,14154000.0,9202.860858257478
Super built-up  Area,Ready To Move,Electronic City,2 Bedroom,1383.0,1.0,0.0,69.65,2,6965000.000000001,5036.153289949386
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1292.0,3.0,0.0,86.03,3,8603000.0,6658.668730650154
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,2063.0,3.0,1.0,124.03,3,12403000.0,6012.118274357731
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1834.64,3.0,2.0,82.45,3,8245000.0,4494.069681245367
Plot  Area,Ready To Move,Hsr Layout,4 BHK,2535.0,4.0,1.0,212.75,4,21275000.0,8392.50493096647
Carpet  Area,Ready To Move,Indiranagar,3 BHK,1389.564,3.0,3.0,199.71,3,19971000.0,14372.13399310863
Super built-up  Area,Ready To Move,Horamavu Stage 2,1 BHK,518.2,2.0,0.0,57.45,1,5745000.0,11086.453106908528
Plot  Area,Ready To Move,Whitefield,2 BHK,1137.39,1.0,1.0,57.12,2,5712000.0,5022.024107825811
Super built-up  Area,Ready To Move,Marathahalli,1 BHK,635.0,1.0,3.0,40.69,1,4069000.0,6407.8740157480315
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,1418.98,2.0,1.0,71.72,3,7172000.0,5054.334803873205
Built-up  Area,Ready To Move,Singasandra Nagar,3 BHK,1981.05,3.0,0.0,177.4,3,17740000.0,8954.847177002095
Built-up  Area,Ready To Move,Hsr Layout,1 BHK,515.35,1.0,1.0,36.21,1,3621000.0,7026.292810711167
Plot  Area,Ready To Move,Sarjapur Road,3 Bedroom,1374.0,2.0,2.0,78.39,3,7839000.0,5705.240174672489
Carpet  Area,Ready To Move,Kr Puram,2 BHK,1357.0,2.0,3.0,57.49,2,5749000.0,4236.551215917465
Super built-up  Area,18-Jun,Hsr Layout,4 BHK,2429.0,5.0,3.0,170.05,4,17005000.0,7000.823384108687
Super built-up  Area,Ready To Move,Varthur,2 BHK,1116.0,2.0,2.0,39.95,2,3995000.0000000005,3579.7491039426527
Built-up  Area,18-Jun,Whitefield,2 BHK,1186.5,1.0,0.0,64.79,2,6479000.000000001,5460.598398651497
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1345.0,1.0,1.0,94.72,2,9472000.0,7042.3791821561335
Built-up  Area,Ready To Move,Bellandur,2 BHK,1410.5,1.0,0.0,86.3,2,8630000.0,6118.397731300957
Super built-up  Area,Ready To Move,Varthur,2 BHK,1107.0,1.0,3.0,50.18,2,5018000.0,4532.971996386631
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1306.8,3.0,3.0,82.6,2,8259999.999999999,6320.783593510866
Super built-up  Area,19-Aug,Btm Layout,2 BHK,1233.8,3.0,3.0,86.34,2,8634000.0,6997.892689252715
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,1395.0,1.0,1.0,73.8,2,7380000.0,5290.322580645161
Super built-up  Area,Ready To Move,Electronic City,3 Bedroom,1401.5,2.0,2.0,66.64,3,6664000.0,4754.905458437389
Super built-up  Area,19-May,Dodballapur Road Phase 2,1 Bedroom,360.0,1.0,2.0,35.12,1,3511999.9999999995,9755.555555555555
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,2389.0,3.0,3.0,130.51,4,13051000.0,5462.955211385517
Super built-up  Area,Ready To Move,Hsr Layout,3 BHK,1742.4,2.0,2.0,142.2,3,14219999.999999998,8161.157024793387
Super built-up  Area,Ready To Move,Cv Raman Nagar,3 BHK,1756.56,4.0,3.0,121.14,3,12114000.0,6896.433939062714
Plot  Area,Ready To Move,Hebbal,3 BHK,1580.0,3.0,3.0,105.01,3,10501000.0,6646.202531645569
Super built-up  Area,Ready To Move,Electronic City,4 BHK,2529.0,4.0,2.0,83.44,4,8344000.0,3299.327797548438
Built-up  Area,Ready To Move,Mahadevapura Nagar,2 Bedroom,1238.0,2.0,1.0,53.11,2,5311000.0,4289.983844911147
Super built-up  Area,Ready To Move,Other,5 Bedroom,3422.5,5.0,1.0,165.13,5,16513000.0,4824.835646457268
Built-up  Area,Ready To Move,Domlur,2 BHK,1306.8,3.0,1.0,156.06,2,15606000.0,11942.14876033058
Super built-up  Area,18-Dec,Rajarajeshwari Nagar Gardens,2 BHK,1306.8,1.0,3.0,69.71,2,6970999.999999999,5334.404652586471
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,1335.5,2.0,0.0,83.96,2,8396000.0,6286.783976038937
Super built-up  Area,Ready To Move,Hebbal,2 BHK,977.0,2.0,0.0,70.15,2,7015000.000000001,7180.143295803481
Super built-up  Area,18-Dec,Uttarahalli,2 BHK,944.23,3.0,3.0,36.94,2,3694000.0,3912.1824131832286
Super built-up  Area,18-Nov,Varthur,3 BHK,1720.58,3.0,1.0,69.71,3,6970999.999999999,4051.540759511327
Plot  Area,18-Dec,Kengeri,2 BHK,1306.73746,2.0,2.0,58.08,2,5808000.0,4444.65715400858
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,1420.056,1.0,3.0,157.06,2,15706000.0,11060.127206251022
Super built-up  Area,Ready To Move,Hennur,4 BHK,2439.28,3.0,2.0,156.1,4,15610000.0,6399.429339805188
Built-up  Area,Ready To Move,Jalahalli Block,3 BHK,2181.0,3.0,3.0,165.83,3,16583000.000000002,7603.3929390188
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1442.0,3.0,1.0,63.58,3,6358000.0,4409.153952843273
Super built-up  Area,Ready To Move,Subramanyapura Enclave,2 BHK,1086.0,3.0,2.0,42.84,2,4284000.0,3944.75138121547
Built-up  Area,Ready To Move,Jayanagar,3 BHK,1934.0,2.0,1.0,202.27,3,20227000.0,10458.634953464323
Super built-up  Area,19-May,Kr Puram,3 BHK,2030.3,3.0,3.0,96.03,3,9603000.0,4729.842880362508
Super built-up  Area,Ready To Move,Btm Layout,1 BHK,581.0,1.0,2.0,40.44,1,4044000.0,6960.4130808950085
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1863.0,3.0,2.0,116.22,3,11622000.0,6238.325281803543
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1448.0,3.0,3.0,86.73,3,8673000.0,5989.640883977901
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2113.92,4.0,2.0,112.68,3,11268000.0,5330.381471389645
Super built-up  Area,Ready To Move,Nallurhalli Nagar,2 BHK,1272.97,2.0,3.0,51.41,2,5141000.0,4038.586926636134
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,1302.94,1.0,3.0,111.11,2,11111000.0,8527.637496738145
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1369.0,2.0,0.0,66.26,2,6626000.000000001,4840.029218407598
Carpet  Area,Ready To Move,Vijayanagar,2 BHK,1277.89,2.0,1.0,86.24,2,8624000.0,6748.624686005837
Built-up  Area,Ready To Move,Domlur,3 BHK,1467.4275,3.0,1.0,161.26,3,16126000.0,10989.299300987612
Super built-up  Area,Ready To Move,Yelahanka,3 Bedroom,1385.0,3.0,0.0,69.84,3,6984000.0,5042.599277978339
Super built-up  Area,18-Jun,Kaggadasapura Block,3 BHK,1346.0,3.0,2.0,88.96,3,8896000.0,6609.212481426449
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,5 BHK,3453.37,5.0,2.0,124.77,5,12477000.0,3612.9925261411317
Super built-up  Area,18-Jun,Other,1 BHK,601.5,1.0,2.0,36.32,1,3632000.0,6038.237738985868
Super built-up  Area,Ready To Move,Ramamurthy Nagar Cross,1 BHK,577.0,1.0,0.0,40.12,1,4011999.9999999995,6953.20623916811
Built-up  Area,Ready To Move,Other,3 BHK,2006.0,3.0,1.0,175.82,3,17582000.0,8764.70588235294
Super built-up  Area,Ready To Move,Koramangala,2 Bedroom,1092.66,1.0,0.0,121.86,2,12186000.0,11152.600076876612
Built-up  Area,Ready To Move,Kr Puram,2 BHK,876.0,2.0,2.0,36.61,2,3661000.0,4179.223744292238
Carpet  Area,Ready To Move,Malleshwaram,3 Bedroom,1391.33,3.0,1.0,150.63,3,15063000.0,10826.331639510398
Carpet  Area,Ready To Move,Bellandur,2 BHK,1208.7900000000002,2.0,2.0,84.65,2,8465000.0,7002.870639234275
Super built-up  Area,19-Aug,Koramangala,1 BHK,622.908,1.0,0.0,88.36,1,8836000.0,14185.08030078278
Super built-up  Area,19-Mar,Munnekollal Extension,3 Bedroom,1637.24,4.0,2.0,65.86,3,6586000.0,4022.623439446874
Super built-up  Area,Ready To Move,Kr Puram,4 BHK,2109.0,3.0,2.0,81.09,4,8109000.0,3844.950213371266
Super built-up  Area,Ready To Move,Whitefield,4 Bedroom,2513.95,5.0,3.0,136.84,4,13684000.0,5443.226794486764
Built-up  Area,19-Mar,Hebbal,4 Bedroom,2142.0,4.0,0.0,167.11,4,16711000.000000002,7801.587301587302
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1826.0,3.0,2.0,75.02,3,7502000.0,4108.433734939759
Super built-up  Area,18-Nov,Jp Nagar,3 BHK,1542.0,3.0,1.0,116.32,3,11632000.0,7543.450064850843
Super built-up  Area,Ready To Move,Hennur,4 BHK,2187.46,5.0,0.0,144.65,4,14465000.0,6612.692346374333
Super built-up  Area,Ready To Move,Jalahalli Block,2 Bedroom,781.3575000000001,1.0,2.0,48.2,2,4820000.0,6168.751179837654
Carpet  Area,Ready To Move,Btm Layout,1 BHK,604.0,1.0,1.0,38.27,1,3827000.0000000005,6336.092715231789
Super built-up  Area,19-Aug,Sarjapur Road,2 BHK,1158.0,2.0,2.0,64.64,2,6464000.0,5582.037996545769
Built-up  Area,19-Mar,Bellandur,3 BHK,1705.0,3.0,2.0,118.26,3,11826000.0,6936.0703812316715
Built-up  Area,Ready To Move,Banashankari,2 Bedroom,1312.0,2.0,0.0,84.87,2,8487000.0,6468.75
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2410.0,4.0,3.0,155.92,4,15591999.999999998,6469.709543568464
Carpet  Area,Ready To Move,Electronic City,1 BHK,582.0,1.0,2.0,26.04,1,2604000.0,4474.226804123711
Plot  Area,Ready To Move,Electronic City,2 BHK,1455.0,2.0,3.0,69.66,2,6966000.0,4787.628865979382
Super built-up  Area,Ready To Move,Kr Puram,2 BHK,939.5,2.0,2.0,44.44,2,4444000.0,4730.175625332624
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1316.0,2.0,0.0,57.26,2,5726000.0,4351.063829787234
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,4 BHK,2308.6800000000003,4.0,2.0,87.92,4,8792000.0,3808.236741341372
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1044.0,3.0,3.0,73.14,2,7314000.0,7005.747126436781
Super built-up  Area,18-Nov,Banashankari,2 BHK,984.0,3.0,2.0,69.15,2,6915000.000000001,7027.439024390244
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1701.0,3.0,1.0,112.6,3,11260000.0,6619.635508524398
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1263.789499,3.0,2.0,121.29,3,12129000.0,9597.326144581299
Super built-up  Area,Ready To Move,Varthur,3 BHK,1453.0,3.0,0.0,69.68,3,6968000.000000001,4795.59532002753
Super built-up  Area,19-May,Vidyaranyapura Extension,3 BHK,1248.6124,2.0,3.0,67.55,3,6755000.0,5410.005538948676
Plot  Area,Ready To Move,Whitefield,2 Bedroom,1405.0,3.0,1.0,81.94,2,8194000.0,5832.02846975089
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,999.0,2.0,2.0,70.44,2,7044000.0,7051.051051051051
Super built-up  Area,19-Aug,Yeshwanthpur,2 BHK,1085.0,1.0,1.0,70.19,2,7019000.0,6469.124423963133
Plot  Area,Ready To Move,Domlur,2 BHK,891.0,2.0,1.0,96.0,2,9600000.0,10774.410774410775
Built-up  Area,Ready To Move,Electronic City,2 BHK,1292.0,3.0,2.0,44.54,2,4454000.0,3447.3684210526317
Plot  Area,19-May,Sarjapur Road,1 BHK,615.0,1.0,0.0,38.2,1,3820000.0000000005,6211.382113821139
Built-up  Area,Ready To Move,Indiranagar,2 Bedroom,1084.6440000000002,2.0,0.0,149.69,2,14969000.0,13800.84156644945
Super built-up  Area,Ready To Move,Hebbal,1 BHK,421.47,1.0,0.0,25.05,1,2505000.0,5943.483521958858
Super built-up  Area,Ready To Move,Kadugodi Colony,3 BHK,1576.0,3.0,0.0,80.64,3,8064000.0,5116.751269035533
Super built-up  Area,Ready To Move,Kengeri,4 BHK,2484.0,5.0,2.0,102.61,4,10261000.0,4130.837359098228
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,876.0,1.0,2.0,48.74,2,4874000.0,5563.92694063927
Plot  Area,Ready To Move,Dodballapur Road Phase 2,4 BHK,2358.0,4.0,2.0,220.13,4,22013000.0,9335.453774385072
Super built-up  Area,18-Jun,Gunjur Gardens,2 BHK,1263.5,2.0,0.0,43.0,2,4300000.0,3403.244954491492
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,1304.44,2.0,0.0,79.71,2,7970999.999999999,6110.668179448651
Carpet  Area,Ready To Move,Begur Gardens,3 BHK,1438.0,4.0,1.0,143.34,3,14334000.0,9968.011126564674
Super built-up  Area,19-May,Singasandra Nagar,3 BHK,1667.25,2.0,3.0,154.72,3,15472000.0,9279.952016794123
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,933.8175,1.0,2.0,60.08,2,6008000.0,6433.805320632779
Built-up  Area,19-Aug,Banashankari,2 BHK,980.5,2.0,2.0,69.52,2,6952000.0,7090.2600713921465
Plot  Area,Ready To Move,Devanahalli Extension,1 BHK,592.0,1.0,1.0,53.4,1,5340000.0,9020.27027027027
Built-up  Area,18-Jun,Rt Nagar,2 BHK,925.59,3.0,1.0,57.68,2,5768000.0,6231.700861072397
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1742.4,4.0,2.0,127.96,3,12796000.0,7343.893480257117
Built-up  Area,18-Dec,Indiranagar,2 BHK,1332.67,2.0,0.0,159.2,2,15919999.999999998,11945.943106695579
Built-up  Area,Ready To Move,Cv Raman Nagar,2 BHK,996.0,2.0,2.0,60.24,2,6024000.0,6048.192771084337
Carpet  Area,Ready To Move,Hennur,2 Bedroom,1336.0,1.0,0.0,94.26,2,9426000.0,7055.389221556886
Plot  Area,Ready To Move,Hebbal,3 Bedroom,1768.5,3.0,0.0,105.3,3,10530000.0,5954.198473282443
Built-up  Area,Ready To Move,Harlur Colony,2 BHK,912.5,1.0,1.0,83.48,2,8348000.0,9148.493150684932
Super built-up  Area,19-Aug,Marathahalli,3 BHK,2191.0,3.0,1.0,143.72,3,14372000.0,6559.561843906892
Super built-up  Area,18-Dec,Whitefield,1 BHK,761.0,2.0,0.0,36.72,1,3672000.0,4825.229960578186
Carpet  Area,19-Aug,Uttarahalli,3 BHK,2095.0,2.0,2.0,72.52,3,7252000.0,3461.5751789976134
Built-up  Area,Ready To Move,Varthur,3 Bedroom,1577.0,3.0,1.0,62.88,3,6288000.0,3987.317691819911
Built-up  Area,Ready To Move,Kengeri,3 BHK,1515.5,3.0,2.0,65.36,3,6536000.0,4312.76806334543
Super built-up  Area,18-Dec,Banashankari,2 BHK,1406.0,2.0,1.0,82.42,2,8242000.0,5862.019914651493
Plot  Area,18-Nov,Indiranagar,2 BHK,1426.5,3.0,3.0,150.78,2,15078000.0,10569.926393270242
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,1907.0,3.0,2.0,173.84,3,17384000.0,9115.888830624017
Built-up  Area,Ready To Move,Indiranagar,2 BHK,1111.0,2.0,0.0,144.65,2,14465000.0,13019.801980198019
Super built-up  Area,Ready To Move,Yelenahalli Enclave,1 BHK,734.75,2.0,2.0,51.31,1,5131000.0,6983.327662470228
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,1181.0,1.0,0.0,69.1,2,6909999.999999999,5850.973751058425
Built-up  Area,18-Jun,Nagavara Enclave,3 BHK,2007.0,3.0,1.0,79.37,3,7937000.0,3954.6586945690083
Super built-up  Area,Ready To Move,Rajaji Nagar,2 Bedroom,1378.4250339999999,3.0,1.0,132.17,2,13216999.999999998,9588.479368838856
Carpet  Area,18-Dec,Bannerghatta Road,2 BHK,1063.0,2.0,3.0,59.05,2,5905000.0,5555.032925682032
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,2741.5,5.0,2.0,240.09,5,24009000.0,8757.614444647092
Super built-up  Area,Ready To Move,Harlur Nagar,1 BHK,561.0,1.0,0.0,58.3,1,5830000.0,10392.156862745098
Super built-up  Area,Ready To Move,Kanakapura Road,2 Bedroom,1315.0,2.0,1.0,49.96,2,4996000.0,3799.2395437262358
Built-up  Area,Ready To Move,Thanisandra Phase 1,3 Bedroom,1807.74,3.0,1.0,55.76,3,5576000.0,3084.5143660039607
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,1612.862776,3.0,3.0,162.95,3,16294999.999999998,10103.153375771131
Carpet  Area,Ready To Move,Varthur,2 Bedroom,979.0,2.0,3.0,45.08,2,4508000.0,4604.698672114402
Super built-up  Area,18-Jun,Hennur,2 BHK,1290.11,1.0,2.0,69.29,2,6929000.000000001,5370.859849160151
Super built-up  Area,19-Mar,Kr Puram,3 BHK,1620.0,3.0,3.0,74.46,3,7445999.999999999,4596.296296296296
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1148.0,2.0,1.0,63.9,2,6390000.0,5566.202090592335
